級別,單字,屬性,輸出,中文
6,glamour,n.,glamour (n.),魅力
6,gleam,n./v.,gleam (n./v.),微光
6,glide,v./n.,glide (v./n.),滑行
6,glitter,n./v.,glitter (n./v.),閃光
6,gloom,n./v.,gloom (n./v.),愁雲
6,goalkeeper,n.,goalkeeper (n.),守門員
6,goodwill,n.,goodwill (n.),善意
6,gorilla,n.,gorilla (n.),大猩猩
6,gospel,n.,gospel (n.),福音
6,grapefruit,n.,grapefruit (n.),柚子
6,graze,v.,graze (v.),輕擦
6,grease,n./v.,grease (n./v.),潤滑脂
6,groan,n./v.,groan (n./v.),呻吟
6,growl,n./v.,growl (n./v.),咆哮
6,grumble,v./n.,grumble (v./n.),嘰
6,hacker,n.,hacker (n.),駭客
6,hail,n./v.,hail (n./v.),冰雹
6,hamper,v.,hamper (v.),阻礙
6,handicap,n./v.,handicap (n./v.),障礙
6,handicraft,n.,handicraft (n.),手工業
6,harass(ment),v./(n.),harass(ment) (v./(n.)),騷擾（騷擾）
6,harden,v.,harden (v.),硬化
6,harmonica,n.,harmonica (n.),口琴
6,harness,n./v.,harness (n./v.),馬具
6,haunt,v./n.,haunt (v./n.),出沒
6,headphone(s),n.,headphone(s) (n.),耳機）
6,healthful,adj.,healthful (adj.),健康的
6,hearty,adj.,hearty (adj.),爽朗
6,hedge,n./v.,hedge (n./v.),對沖
6,heighten,v.,heighten (v.),增高
6,hemisphere,n.,hemisphere (n.),半球
6,heroic,adj./n.,heroic (adj./n.),英勇
6,heroin,n.,heroin (n.),海洛因
6,heterosexual,adj./n.,heterosexual (adj./n.),異性
6,hierarchy,n.,hierarchy (n.),等級制度
6,hijack,v./n.,hijack (v./n.),劫持
6,hoarse,adj.,hoarse (adj.),沙啞
6,homosexual,adj./n.,homosexual (adj./n.),同性戀者
6,honorary,adj.,honorary (adj.),名譽
6,hospitable,adj.,hospitable (adj.),好客
6,hospitality,n.,hospitality (n.),款待
6,hospitalize,v.,hospitalize (v.),住院
6,hostel,n.,hostel (n.),旅館
6,hover,v./n.,hover (v./n.),徘徊
6,humiliate,v.,humiliate (v.),羞辱
6,hunch,n./v.,hunch (n./v.),直覺
6,hurdle,n./v.,hurdle (n./v.),欄
6,hybrid,adj./n.,hybrid (adj./n.),雜交種
6,hygiene,n.,hygiene (n.),衛生
6,hypocrite,n.,hypocrite (n.),偽君子
6,iceberg,n.,iceberg (n.),冰山
6,illuminate,v.,illuminate (v.),照亮
6,imminent,adj.,imminent (adj.),迫在眉睫的
6,imperative,adj./n.,imperative (adj./n.),至關重要的
6,imperial,adj.,imperial (adj.),帝國的
6,implicit,adj.,implicit (adj.),隱含的
6,imposing,adj.,imposing (adj.),雄偉的
6,imprison(ment),v./(n.),imprison(ment) (v./(n.)),監禁（監禁）
6,incline,v./n.,incline (v./n.),傾斜
6,inclusive,adj.,inclusive (adj.),包容性
6,incur,v.,incur (v.),招致
6,indifference,n.,indifference (n.),漠不關心
6,indignant,adj.,indignant (adj.),憤怒
6,induce,v.,induce (v.),誘發
6,industrialize,v.,industrialize (v.),工業化
6,infectious,adj.,infectious (adj.),傳染性的
6,infer,v.,infer (v.),推論
6,inflict,v.,inflict (v.),造成
6,inhabit,v.,inhabit (v.),棲息
6,inhabitant,n.,inhabitant (n.),居民
6,injustice,n.,injustice (n.),不公正
6,inland,adj./adv./n.,inland (adj./adv./n.),內陸
6,innumerable,adj.,innumerable (adj.),無數
6,inquire,v.,inquire (v.),查詢
6,insistence,n.,insistence (n.),堅持
6,instinctive,adj.,instinctive (adj.),本能的
6,intake,n.,intake (n.),攝取量
6,intellect,n.,intellect (n.),智力
6,interpreter,n.,interpreter (n.),口譯員
6,intersection,n.,intersection (n.),路口
6,intervene,v.,intervene (v.),幹預
6,intimacy,n.,intimacy (n.),親密感
6,intimidate,v.,intimidate (v.),威嚇
6,intonation,n.,intonation (n.),語調
6,intrigue,n./v.,intrigue (n./v.),陰謀
6,intrude,v.,intrude (v.),侵入
6,intruder,n.,intruder (n.),入侵者
6,invaluable,adv.,invaluable (adv.),無價
6,invariably,adv.,invariably (adv.),總是
6,inventory,n./v.,inventory (n./v.),存貨
6,ironic,adj.,ironic (adj.),諷刺的
6,irritable,adj.,irritable (adj.),煩躁的
6,irritate,v.,irritate (v.),刺激
6,isle,n.,isle (n.),小島
6,itch,n./v.,itch (n./v.),癢
6,ivy,n.,ivy (n.),常春藤
6,jade,n.,jade (n.),玉
6,janitor,n.,janitor (n.),看門人
6,jasmine,n.,jasmine (n.),茉莉花
6,jingle,n./v.,jingle (n./v.),叮噹
6,jockey,n./v.,jockey (n./v.),騎師
6,jolly,adj./adv./v./n.,jolly (adj./adv./v./n.),快樂的
6,joyous,adj.,joyous (adj.),歡樂
6,junction,n.,junction (n.),交界處
6,kin,n./adj.,kin (n./adj.),親屬
6,kindle,v.,kindle (v.),點燃
6,knowledgeable,adj.,knowledgeable (adj.),知識淵博的
6,lad,n.,lad (n.),小伙子
6,landlady,n.,landlady (n.),房東
6,landslide,n.,landslide (n.),土石流
6,latitude,n.,latitude (n.),緯度
6,lavish,adj.,lavish (adj.),奢侈的
6,layman,n.,layman (n.),外行人
6,layout,n.,layout (n.),佈局
6,lease,n.,lease (n.),租
6,legislator,n.,legislator (n.),立法者
6,lengthy,adj.,lengthy (adj.),冗長
6,lesbian,adj.,lesbian (adj.),女同性戀
6,lessen,v.,lessen (v.),減少
6,lethal,adj.,lethal (adj.),致命
6,liable,adj.,liable (adj.),容易
6,liberate,v.,liberate (v.),解放
6,liberation,n.,liberation (n.),解放
6,lieutenant,n.,lieutenant (n.),中尉
6,lifelong,adj.,lifelong (adj.),終身
6,lighten,v.,lighten (v.),減輕
6,limp,n./v.,limp (n./v.),跛行
6,liner,n.,liner (n.),襯墊
6,linger,v.,linger (v.),縈繞
6,lining,n.,lining (n.),牙髓保護層
6,liter,n.,liter (n.),公升
6,literacy,n.,literacy (n.),識字能力
6,literal,adj.,literal (adj.),文字
6,literate,adj./n.,literate (adj./n.),識字的
6,livestock,n.,livestock (n.),家畜
6,lizard,n.,lizard (n.),蜥蜴
6,locker,n.,locker (n.),置物櫃
6,lodge,n./v.,lodge (n./v.),小屋
6,lofty,adj.,lofty (adj.),崇高的
6,logo,n.,logo (n.),標識
6,lonesome,adj.,lonesome (adj.),寂寞
6,longevity,n.,longevity (n.),長壽
6,longitude,n.,longitude (n.),經度
6,lotion,n.,lotion (n.),洗劑
6,lottery,n.,lottery (n.),抽籤
6,lotus,n.,lotus (n.),蓮花
6,loudspeaker,n.,loudspeaker (n.),喇叭
6,lucrative,adj.,lucrative (adj.),有利可圖的
6,lullaby,n.,lullaby (n.),催眠曲
6,lunar,adj.,lunar (adj.),農曆
6,lure,n./v.,lure (n./v.),餌
6,lush,adj.,lush (adj.),鬱鬱蔥蔥
6,madam/ma’am,n.,madam/ma’am (n.),女士/女士
6,magnify,v.,magnify (v.),放大
6,maiden,adj./n.,maiden (adj./n.),少女
6,mainland,n.,mainland (n.),大陸
6,majestic,adj.,majestic (adj.),雄偉
6,majesty,n.,majesty (n.),威嚴
6,manuscript,n.,manuscript (n.),稿
6,maple,n.,maple (n.),楓
6,mar,v.,mar (v.),三月
6,marginal,adj.,marginal (adj.),邊緣
6,martial,adj.,martial (adj.),武術
6,marvel,n./v.,marvel (n./v.),奇蹟
6,mastery,n.,mastery (n.),精通
6,mediate,v.,mediate (v.),調解
6,medieval,adj.,medieval (adj.),中世紀
6,meditate,v.,meditate (v.),幽思
6,meditation,n.,meditation (n.),冥想
6,melancholy,n./adj.,melancholy (n./adj.),憂鬱的
6,mentality,n.,mentality (n.),心理
6,merchandise,n./v.,merchandise (n./v.),商品
6,mermaid,n.,mermaid (n.),美人魚
6,migrant,n./adj.,migrant (n./adj.),移民
6,mimic,v./n.,mimic (v./n.),模仿
6,mingle,v.,mingle (v.),交融
6,miraculous,adj.,miraculous (adj.),神奇
6,miscellaneous,adj.,miscellaneous (adj.),各種各樣的
6,mischievous,adj.,mischievous (adj.),惡作劇
6,mistress,n.,mistress (n.),情婦
6,mobilize,v.,mobilize (v.),動員
6,modernization,n.,modernization (n.),現代化
6,modernize,v.,modernize (v.),現代化
6,momentum,n.,momentum (n.),勢頭
6,monarch,n.,monarch (n.),君主
6,monetary,adj.,monetary (adj.),貨幣
6,monotony,n.,monotony (n.),單調
6,monstrous,adj.,monstrous (adj.),滔天
6,moody,adj.,moody (adj.),喜怒無常
6,morale,n.,morale (n.),士氣
6,mortal,adj./n.,mortal (adj./n.),凡人
6,motherhood,n.,motherhood (n.),母性
6,motto,n.,motto (n.),座右銘
6,mound,n./v.,mound (n./v.),塚
6,mourn,v.,mourn (v.),哀悼
6,mournful,adj.,mournful (adj.),悲哀
6,mow,v.,mow (v.),刈
6,muse,n.,muse (n.),沉思
6,mustache,n.,mustache (n.),鬍子
6,mute,adj./v./n.,mute (adj./v./n.),沉默的
6,nag,v./n.,nag (v./n.),嘮叨
6,narrate,v.,narrate (v.),敘事
6,narrator,n.,narrator (n.),敘述者
6,nationalism,n.,nationalism (n.),民族主義
6,navigate,v.,navigate (v.),導航
6,navigation,n.,navigation (n.),導航
6,nearsighted,adj.,nearsighted (adj.),近視的
6,nickel,n./v.,nickel (n./v.),鎳
6,nostril,n.,nostril (n.),鼻孔
6,notable,adj./n.,notable (adj./n.),值得注意的
6,notorious,adj.,notorious (adj.),臭名昭著
6,nourish(ment),v./(n.),nourish(ment) (v./(n.)),營養）
6,novice,n.,novice (n.),新手
6,nucleus,n.,nucleus (n.),核
6,nude,adj./n.,nude (adj./n.),裸體
6,nurture,v./n.,nurture (v./n.),培育
6,oasis,n.,oasis (n.),綠洲
6,oath,n.,oath (n.),誓言
6,oatmeal,n.,oatmeal (n.),麥片
6,oblige,v.,oblige (v.),義務
6,obsess,v.,obsess (v.),纏住
6,obstinate,adj.,obstinate (adj.),頑固
6,occurrence,n.,occurrence (n.),發生
6,octopus,n.,octopus (n.),章魚
6,odor,n.,odor (n.),氣味
6,offshore,adj.,offshore (adj.),離岸
6,offspring,n.,offspring (n.),後代
6,operative,adj.,operative (adj.),操作性的
6,oppress,v.,oppress (v.),壓迫
6,oppression,n.,oppression (n.),壓迫
6,ordeal,n.,ordeal (n.),考驗
6,orderly,adj./n.,orderly (adj./n.),秩序
6,organizer,n.,organizer (n.),主辦單位
6,orient,n./v.,orient (n./v.),東方
6,oriental,adj./n.,oriental (adj./n.),東方的
6,originate,v.,originate (v.),起源
6,ornament,n./v.,ornament (n./v.),裝飾品
6,orphanage,n.,orphanage (n.),孤兒院
6,orthodox,adj.,orthodox (adj.),正統
6,ounce,n.,ounce (n.),盎司
6,outbreak,n.,outbreak (n.),爆發
6,outgoing,adj.,outgoing (adj.),外向的
6,outing,n.,outing (n.),郊遊
6,outlaw,n./v.,outlaw (n./v.),取締
6,outlook,n.,outlook (n.),前景
6,outnumber,v.,outnumber (v.),數量多於
6,outrage,n./v.,outrage (n./v.),暴行
6,outrageous,adj.,outrageous (adj.),令人髮指的
6,outright,adj./adv.,outright (adj./adv.),徹底的
6,outset,n.,outset (n.),一開始
6,outskirts,n.,outskirts (n.),郊區
6,outward,adj.,outward (adj.),向外
6,outward/outwards,adv.,outward/outwards (adv.),向外/向外
6,overdo,v.,overdo (v.),過度
6,overflow,n./v.,overflow (n./v.),溢出
6,overhear,v.,overhear (v.),無意中聽到
6,overlap,n./v.,overlap (n./v.),重疊
6,overwork,n./v.,overwork (n./v.),過度勞累
6,oyster,n.,oyster (n.),牡蠣
6,ozone,n.,ozone (n.),臭氧
6,packet,n.,packet (n.),包包
6,paddle,n./v.,paddle (n./v.),槳
6,paperback,n.,paperback (n.),平裝
6,paradox,n.,paradox (n.),悖論
6,paralyze,v.,paralyze (v.),癱瘓
6,parliament,n.,parliament (n.),議會
6,pastime,n.,pastime (n.),消遣
6,patriot,n.,patriot (n.),愛國者
6,patriotic,adj.,patriotic (adj.),愛國
6,peacock,n.,peacock (n.),孔雀
6,pebble,n.,pebble (n.),卵石
6,peek,n./v.,peek (n./v.),窺視
6,pending,adj.,pending (adj.),待辦的
6,peninsula,n.,peninsula (n.),半島
6,perch,n./v.,perch (n./v.),棲息
6,peril,n./v.,peril (n./v.),危險
6,perish,v.,perish (v.),淪
6,permissible,adj.,permissible (adj.),允許的
6,persevere,v.,persevere (v.),堅持
6,persistence,n.,persistence (n.),堅持
6,persistent,adj.,persistent (adj.),執著的
6,petrol,n.,petrol (n.),汽油
6,petroleum,n.,petroleum (n.),石油
6,pharmacist,n.,pharmacist (n.),藥師
6,pharmacy,n.,pharmacy (n.),藥局
6,pianist,n.,pianist (n.),鋼琴家
6,pickpocket,n.,pickpocket (n.),扒手
6,pilgrim,n.,pilgrim (n.),朝聖
6,pimple,n.,pimple (n.),疙瘩
6,pinch,n./v.,pinch (n./v.),捏
6,plague,n.,plague (n.),瘟疫
6,plantation,n.,plantation (n.),種植園
6,playwright,n.,playwright (n.),劇作家
6,plow,n./v.,plow (n./v.),犁
6,pneumonia,n.,pneumonia (n.),肺炎
6,polar,adj.,polar (adj.),極性
6,ponder,v.,ponder (v.),思考
6,pony,n.,pony (n.),小馬
6,populate,v.,populate (v.),填充
6,porter,n.,porter (n.),搬運工
6,posture,n./v.,posture (n./v.),姿勢
6,potent,adj.,potent (adj.),有力的
6,poultry,n.,poultry (n.),家禽
6,preach,v.,preach (v.),傳道
6,precede,v.,precede (v.),領先於
6,precedent,n.,precedent (n.),先例
6,precision,n.,precision (n.),精確
6,predecessor,n.,predecessor (n.),前任
6,prehistoric,adj.,prehistoric (adj.),史前
6,premiere,n.,premiere (n.),首播
6,preside,v.,preside (v.),主持
6,prestige,n.,prestige (n.),聲望
6,preventive,adj./n.,preventive (adj./n.),預防性的
6,preview,n./v.,preview (n./v.),預覽
6,priceless,adj.,priceless (adj.),無價
6,privatize,v.,privatize (v.),私有化
6,probe,n.,probe (n.),探測
6,procession,n.,procession (n.),遊行
6,proficiency,n.,proficiency (n.),熟練程度
6,prohibition,n.,prohibition (n.),禁止
6,propel,v.,propel (v.),推進
6,prose,n.,prose (n.),散文
6,prosecute,v.,prosecute (v.),起訴
6,prospective,adj.,prospective (adj.),預期
6,prototype,n.,prototype (n.),原型
6,proverb,n.,proverb (n.),諺語
6,provincial,adj./n.,provincial (adj./n.),省
6,provisional,adj.,provisional (adj.),臨時
6,psychiatry,n.,psychiatry (n.),精神病學
6,psychic,adj.,psychic (adj.),精神
6,psychotherapy,n.,psychotherapy (n.),心理治療
6,publicize,v.,publicize (v.),宣傳
6,puff,n./v.,puff (n./v.),噗
6,punctual,adj.,punctual (adj.),準時
6,purify,v.,purify (v.),淨化
6,purity,n.,purity (n.),純度
6,quake,v./n.,quake (v./n.),地震
6,qualification,n.,qualification (n.),資質
6,radiant,adj./n.,radiant (adj./n.),容光煥發的
6,radiate,v./adj.,radiate (v./adj.),輻射
6,radioactive,adj.,radioactive (adj.),放射性的
6,radish,n.,radish (n.),蘿蔔
6,radius,n.,radius (n.),半徑
6,rap,n.,rap (n.),饒舌
6,rash,n./adj.,rash (n./adj.),皮疹
6,ratify,v.,ratify (v.),核准
6,realization,n.,realization (n.),實現
6,reap,v.,reap (v.),收穫
6,reckless,adj.,reckless (adj.),魯莽
6,reckon,v.,reckon (v.),估計
6,reconcile,v.,reconcile (v.),調和
6,recreational,adj.,recreational (adj.),休閒的
6,redundancy,n.,redundancy (n.),冗餘
6,reef,n.,reef (n.),礁
6,referee,n./v.,referee (n./v.),裁判
6,referendum,n.,referendum (n.),公投
6,refine(ment),v./(n.),refine(ment) (v./(n.)),細化（細化）
6,reflective,adj.,reflective (adj.),反光的
6,refresh(ment),v./(n.),refresh(ment) (v./(n.)),刷新（更新）
6,refreshment(s),n.,refreshment(s) (n.),茶點）
6,refute,v.,refute (v.),反駁
6,rehabilitate,v.,rehabilitate (v.),恢復
6,rehearse,v.,rehearse (v.),排練
6,reign,n./v.,reign (n./v.),在位
6,rejoice,v.,rejoice (v.),麾
6,relay,n./v.,relay (n./v.),中繼
6,relentless,adj.,relentless (adj.),狠
6,reliance,n.,reliance (n.),依賴
6,reliant,adj.,reliant (adj.),依賴的
6,relic,n.,relic (n.),遺跡
6,remainder,n.,remainder (n.),餘
6,reminiscent,adj.,reminiscent (adj.),令人懷念的
6,renowned,adj.,renowned (adj.),著名的
6,reproduce,v.,reproduce (v.),複製
6,reptile,n./adj.,reptile (n./adj.),爬蟲
6,resent(ment),v./(n.),resent(ment) (v./(n.)),怨恨）
6,reside,v.,reside (v.),居住
6,resistant,adj.,resistant (adj.),抵抗的
6,respective,adj.,respective (adj.),各自
6,restoration,n.,restoration (n.),恢復
6,restrain,v.,restrain (v.),抑制
6,restraint,n.,restraint (n.),克制
6,retort,n./v.,retort (n./v.),反駁
6,retrieve,v.,retrieve (v.),取回
6,revelation,n.,revelation (n.),啟示
6,revival,n.,revival (n.),復興
6,revive,v.,revive (v.),復活
6,revolt,n./v.,revolt (n./v.),反叛
6,revolve,v.,revolve (v.),圍繞
6,rigorous,adj.,rigorous (adj.),嚴格的
6,ripple,n./v.,ripple (n./v.),波紋
6,rivalry,n.,rivalry (n.),對抗
6,roam,v./n.,roam (v./n.),漫遊
6,robust,adj.,robust (adj.),強壯的
6,rotate,v.,rotate (v.),旋轉
6,rotation,n.,rotation (n.),旋轉
6,royalty,n.,royalty (n.),版稅
6,rubbish,n.,rubbish (n.),垃圾
6,rugged,adj.,rugged (adj.),崎嶇
6,ruthless,adj.,ruthless (adj.),無情
6,salute,n./v.,salute (n./v.),禮炮
6,salvage,v.,salvage (v.),打撈
6,sanitation,n.,sanitation (n.),衛生
6,savage,adj./n./v.,savage (adj./n./v.),野蠻的
6,scenic,adj.,scenic (adj.),風景優美的
6,scorn,n./v.,scorn (n./v.),輕蔑
6,scrape,v./n.,scrape (v./n.),刮
6,screwdriver,n.,screwdriver (n.),螺絲起子
6,scroll,n./v.,scroll (n./v.),捲動
6,scrutiny,n.,scrutiny (n.),審查
6,sculptor,n.,sculptor (n.),雕塑家
6,seagull/gull,n.,seagull/gull (n.),海鷗/海鷗
6,seduce,v.,seduce (v.),勾引
6,selective,adj.,selective (adj.),選擇性的
6,serene,adj.,serene (adj.),安詳
6,sergeant,n.,sergeant (n.),軍士
6,serial,adj.,serial (adj.),連續劇
6,sermon,n.,sermon (n.),講道
6,serving,n.,serving (n.),服務
6,setback,n.,setback (n.),挫折
6,shabby,adj.,shabby (adj.),破舊
6,sharpen,v.,sharpen (v.),銳化
6,shaver,n.,shaver (n.),刮鬍刀
6,shortcoming,n.,shortcoming (n.),缺點
6,shortsighted,adj.,shortsighted (adj.),短視的
6,shred,n./v.,shred (n./v.),撕碎
6,shriek,n./v.,shriek (n./v.),尖叫
6,shrub,n.,shrub (n.),灌木
6,shuffle,v.,shuffle (v.),隨機播放
6,shutter,n./v.,shutter (n./v.),快門
6,simplicity,n.,simplicity (n.),簡單
6,simplify,v.,simplify (v.),簡化
6,simultaneous,adj.,simultaneous (adj.),同時
6,skeptical,adj.,skeptical (adj.),持懷疑態度的
6,skim,v./n.,skim (v./n.),撇去
6,slang,n./v.,slang (n./v.),俚語
6,slash,v./n.,slash (v./n.),削減
6,slaughter,n./v.,slaughter (n./v.),屠宰
6,slay,v.,slay (v.),殺戮
6,sloppy,adj.,sloppy (adj.),馬虎的
6,slum,n./v.,slum (n./v.),貧民窟
6,slump,n./v.,slump (n./v.),暴跌
6,sly,adj.,sly (adj.),狡猾
6,smuggle,v.,smuggle (v.),走私
6,sneaker(s),n.,sneaker(s) (n.),運動鞋）
6,sneaky,adj.,sneaky (adj.),偷偷摸摸的
6,sneeze,n./v.,sneeze (n./v.),噴嚏
6,snore,v./n.,snore (v./n.),鼾
6,sociable,adj.,sociable (adj.),善於交際
6,socialism,n.,socialism (n.),社會主義
6,socialist,n.,socialist (n.),社會主義者
6,socialize,v.,socialize (v.),社群
6,sociology,n.,sociology (n.),社會學
6,solemn,adj.,solemn (adj.),莊嚴
6,solidarity,n.,solidarity (n.),團結
6,solitary,adj./n.,solitary (adj./n.),孤
6,solitude,n.,solitude (n.),孤獨
6,soothe,v.,soothe (v.),舒緩
6,sorrowful,adj.,sorrowful (adj.),悲傷
6,sovereign,adj./n.,sovereign (adj./n.),主權
6,spacecraft/spaceship,n.,spacecraft/spaceship (n.),太空船/太空船
6,span,n./v.,span (n./v.),跨距
6,sparrow,n.,sparrow (n.),麻雀
6,spectacle,n.,spectacle (n.),奇觀
6,spiral,adj./n./v.,spiral (adj./n./v.),螺旋
6,splendor,n.,splendor (n.),輝煌
6,spokesperson/ spokesman/ spokeswoman,n.,spokesperson/ spokesman/ spokeswoman (n.),發言人/發言人/發言人
6,spontaneous,adj.,spontaneous (adj.),自發性的
6,sportsman/sportswoman,n.,sportsman/sportswoman (n.),男運動員/女運動員
6,sportsmanship,n.,sportsmanship (n.),體育精神
6,spotlight,n./v.,spotlight (n./v.),聚光燈
6,spur,v./n.,spur (v./n.),支線
6,stabilize,v.,stabilize (v.),穩定
6,stagger,v./n.,stagger (v./n.),錯開
6,staple,n./v.,staple (n./v.),主食
6,starvation,n.,starvation (n.),飢餓
6,statesman,n.,statesman (n.),政治家
6,stationary,adj.,stationary (adj.),固定式
6,stationery,n.,stationery (n.),靜止的
6,stature,n.,stature (n.),身材
6,statute,n.,statute (n.),法令
6,stepchild,n.,stepchild (n.),繼子女
6,stepfather,n.,stepfather (n.),繼父
6,stepmother,n.,stepmother (n.),後媽
6,stimulation,n.,stimulation (n.),刺激
6,strait,n.,strait (n.),海峽
6,strangle,v.,strangle (v.),扼殺
6,stray,adj./v./n.,stray (adj./v./n.),流浪
6,stride,n./v.,stride (n./v.),跨步
6,stroll,n./v.,stroll (n./v.),漫步
6,stun,v.,stun (v.),擊暈
6,stutter,n./v.,stutter (n./v.),口吃
6,stylish,adj.,stylish (adj.),時髦的
6,subjective,adj./n.,subjective (adj./n.),主觀
6,subordinate,adj./n./v.,subordinate (adj./n./v.),下屬
6,subscribe,v.,subscribe (v.),訂閱
6,subscription,n.,subscription (n.),訂閱
6,subsidize,v.,subsidize (v.),資助
6,succession,n.,succession (n.),演替
6,successive,adj.,successive (adj.),連續
6,suffocate,v.,suffocate (v.),窒息
6,suitcase,n.,suitcase (n.),行李箱
6,summon,v.,summon (v.),召喚
6,superficial,adj.,superficial (adj.),淺
6,superintendent,n.,superintendent (n.),主管
6,superiority,n.,superiority (n.),優勢
6,superstitious,adj.,superstitious (adj.),迷信的
6,supplement,n./v.,supplement (n./v.),補充
6,suppress,v./n.,suppress (v./n.),壓制
6,surge,n./v.,surge (n./v.),湧
6,surgical,adj.,surgical (adj.),外科
6,surname,n.,surname (n.),姓
6,surpass,v.,surpass (v.),超過
6,suspense,n.,suspense (n.),懸念
6,suspension,n.,suspension (n.),暫停
6,swamp,n./v.,swamp (n./v.),沼澤
6,swarm,n./v.,swarm (n./v.),蜂群
6,symbolize,v.,symbolize (v.),象徵
